2017-03-24 13:58:42.800 I 3012 SampleAnalyzer-1: constructed
2017-03-24 13:58:44.172 I 8068 SampleAnalyzer-1: block transfers changed
2017-03-24 13:58:44.179 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.179 I 4516 SampleAnalyzer-1: released 351 samples
2017-03-24 13:58:44.179 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.179 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.179 I 4516 SampleAnalyzer-1: released 280 samples
2017-03-24 13:58:44.179 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.179 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.179 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.179 I 4516 SampleAnalyzer-1: released 273 samples
2017-03-24 13:58:44.179 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.179 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.179 I 4516 SampleAnalyzer-1: released 279 samples
2017-03-24 13:58:44.179 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.179 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.179 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.179 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.179 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.180 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.180 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.180 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.180 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.180 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.180 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.180 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.180 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.180 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.180 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.180 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.180 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.180 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.181 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.181 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.187 I 4516 SampleAnalyzer-1: released 368 samples
2017-03-24 13:58:44.187 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.187 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.187 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.195 I 4516 SampleAnalyzer-1: released 273 samples
2017-03-24 13:58:44.195 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.196 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.196 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.201 I 4516 SampleAnalyzer-1: released 351 samples
2017-03-24 13:58:44.201 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.201 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.201 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.209 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.209 I 4516 SampleAnalyzer-1: released 280 samples
2017-03-24 13:58:44.210 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.210 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.220 I 4516 SampleAnalyzer-1: released 305 samples
2017-03-24 13:58:44.220 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.220 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.221 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.266 I 4516 SampleAnalyzer-1: released 1029 samples
2017-03-24 13:58:44.266 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.267 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.267 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.267 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.267 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.267 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.267 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.267 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.267 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.267 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.267 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.307 I 4516 SampleAnalyzer-1: released 1023 samples
2017-03-24 13:58:44.307 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.307 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.307 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.307 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.307 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.307 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.307 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.307 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.307 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.307 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.353 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.353 I 4516 SampleAnalyzer-1: released 1023 samples
2017-03-24 13:58:44.353 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.353 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.353 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.353 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.354 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.354 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.354 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.354 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.354 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.399 I 4516 SampleAnalyzer-1: released 1023 samples
2017-03-24 13:58:44.399 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.399 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.399 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.399 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.399 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.399 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.400 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.400 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.400 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.400 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.438 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.438 I 4516 SampleAnalyzer-1: released 1023 samples
2017-03-24 13:58:44.438 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.438 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.438 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.438 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.438 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.438 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.438 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.438 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.438 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.438 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.486 I 4516 SampleAnalyzer-1: released 1023 samples
2017-03-24 13:58:44.486 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.486 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.486 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.486 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.486 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.486 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.486 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.486 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.487 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.487 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.532 I 4516 SampleAnalyzer-1: released 1023 samples
2017-03-24 13:58:44.532 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.532 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.532 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.532 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.532 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.532 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.532 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.532 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.533 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.533 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.567 I 4516 SampleAnalyzer-1: released 1023 samples
2017-03-24 13:58:44.567 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.567 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.567 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.567 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.567 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.567 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.568 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.568 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.568 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:44.568 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.118 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.118 I 4516 SampleAnalyzer-1: released 24462 samples
2017-03-24 13:58:45.118 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.118 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.118 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.118 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.118 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.119 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.119 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.119 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.119 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.119 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.119 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.119 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.119 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.119 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.120 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.120 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.120 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.120 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.120 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.120 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.120 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.120 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.120 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.121 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.121 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.121 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.121 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.121 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.121 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.121 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.121 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.121 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.121 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.122 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.122 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.122 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.122 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.122 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.122 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.122 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.122 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.122 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.123 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.123 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.123 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.123 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.123 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.123 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.123 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.123 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.123 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.124 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.124 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.124 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.124 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.124 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.124 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.124 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.124 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.124 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.125 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.125 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.125 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.125 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.125 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.125 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.125 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.125 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.125 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.126 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.126 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.126 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.126 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.126 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.126 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.126 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.126 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.126 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.127 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.127 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.127 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.127 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.127 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.127 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.127 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.127 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.127 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.128 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.128 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.128 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.128 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.128 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.128 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.128 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.128 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.128 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.128 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.129 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.129 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.129 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.129 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.129 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.129 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.129 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.129 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.129 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.130 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.130 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.130 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.130 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.130 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.130 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.130 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.130 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.131 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.131 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.131 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.131 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.131 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.131 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.131 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.131 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.131 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.132 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.132 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.132 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.132 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.132 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.132 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.132 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.132 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.132 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.133 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.133 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.133 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.133 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.133 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.133 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.133 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.133 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.133 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.134 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.134 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.134 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.134 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.134 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.134 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.134 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.134 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.134 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.134 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.135 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.135 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.135 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.135 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.135 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.135 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.135 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.135 I 8068 SampleAnalyzer-1: acquired 100 samples
2017-03-24 13:58:45.135 I 8068 SampleAnalyzer-1: acquired 100 samples
